5.2517	1.9855	0.42748
7.2372	1.978	-0.072519
9.2152	1.9785	0.42748
11.194	1.979	0.42748
13.173	1.9791	0.42748
15.152	1.9772	-0.072519
17.129	1.9785	-0.57252
19.108	1.9781	-0.57252
28.119	1.9783	-0.072519
30.097	1.9784	-0.072519
32.076	1.9784	-0.072519
34.054	1.9786	-0.57252
36.033	1.9786	0.42748
38.011	1.9783	-0.57252
39.989	1.9783	-0.57252
41.968	1.9787	0.42748
43.946	1.9784	-0.072519
45.925	1.9786	0.42748
47.903	1.9787	-0.072519
49.882	1.9783	-0.072519
51.86	1.9786	0.42748
53.839	1.9785	-0.072519
55.818	1.9781	0.42748
57.796	1.9788	-0.072519
59.774	1.9786	-0.57252
61.753	1.9785	-0.072519
63.731	1.9783	-0.072519
65.71	1.9788	0.42748
67.689	1.9783	-0.57252
69.667	1.9786	-0.072519
71.646	1.9781	-0.57252
73.624	1.9788	-0.072519
75.602	1.9784	-0.072519
77.581	1.9785	0.42748
79.559	1.9784	-0.072519
81.538	1.9786	-0.57252
83.516	1.9784	0.42748
85.495	1.9786	-0.57252
87.473	1.9783	-0.072519
89.452	1.9786	0.42748
91.43	1.9784	-0.072519
93.409	1.9784	-0.072519
95.387	1.9785	0.42748
97.366	1.9786	-0.072519
99.344	1.9784	-0.072519
101.32	1.9783	0.42748
103.3	1.9786	0.42748
105.28	1.9786	0.42748
107.26	1.9783	-0.072519
109.24	1.9786	-0.57252
111.22	1.9783	-0.072519
113.19	1.9789	-0.57252
115.17	1.9785	-0.072519
117.15	1.978	-0.072519
119.13	1.9788	-0.072519
127.09	1.9784	-0.072519
129.07	1.9782	-0.072519
131.05	1.9789	-0.072519
133.03	1.9785	-0.57252
135.01	1.9783	-0.072519
136.99	1.979	-0.072519
138.96	1.978	-0.072519
140.94	1.9784	-0.072519
142.92	1.9785	-0.57252
144.9	1.9787	-0.072519
146.88	1.9784	0.42748
148.86	1.9786	0.42748
150.83	1.9784	-0.072519
152.81	1.9783	-0.072519
154.79	1.9788	-0.072519
156.77	1.9783	-0.072519
158.75	1.9785	-0.072519
160.73	1.9785	-0.072519
162.71	1.9785	-0.57252
164.68	1.9785	-0.072519
173.18	1.9787	-0.072519
175.16	1.9781	-0.57252
177.14	1.9789	-0.072519
179.12	1.9781	-0.072519
195.89	1.9783	-0.57252
197.87	1.9784	-0.072519
199.85	1.9786	-0.57252
201.83	1.9785	-0.072519
203.8	1.9787	-0.072519
205.78	1.9784	-0.072519
207.76	1.9784	-0.072519
209.74	1.9784	-0.072519
211.72	1.9785	0.42748
213.7	1.9785	-0.072519
215.68	1.9787	-0.57252
217.65	1.9784	0.42748
219.63	1.9784	-0.57252
234.7	1.9782	-0.072519
236.67	1.9787	-0.072519
