Thu Apr  6 13:17:00 2023    ./profile_1

         360361 function calls (353498 primitive calls) in 6.524 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      608    0.001    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/_config/config.py:116(_get_single_key)
      120    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexing.py:864(_validate_tuple_indexer)
       36    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:3438(intersection)
       32    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/arraysetops.py:788(setdiff1d)
     4274    0.001    0.000    0.002    0.000 {built-in method builtins.any}
       32    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(in1d)
       32    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/arraysetops.py:523(in1d)
      566    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1204(is_numeric_dtype)
      548    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/base.py:54(shape)
     1106    0.000    0.000    0.001    0.000 {built-in method builtins.all}
       70    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/concat.py:199(<listcomp>)
     1548    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/numeric.py:1347(normalize_axis_tuple)
      378    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/ops/common.py:77(get_op_result_name)
       40    0.000    0.000    0.001    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
      285    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(cumsum)
      149    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/concat.py:278(_get_mgr_concatenation_plan)
      211    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:6248(_maybe_promote)
       63    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(result_type)
      128    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:1063(from_blocks)
       37    0.001    0.000    0.001    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      240    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexing.py:1448(_validate_key)
      139    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/warnings.py:130(filterwarnings)
      436    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/blocks.py:544(copy)
      526    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/generic.py:259(__init__)
        1    0.000    0.000    0.001    0.001 <__array_function__ internals>:177(nonzero)
        1    0.000    0.000    0.001    0.001 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1866(nonzero)
       42    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/generic.py:821(_set_axis)
      823    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/common.py:585(is_dtype_equal)
      126    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/_methods.py:92(_clip_dep_is_scalar_nan)
      285    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2497(cumsum)
      398    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
       91    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:3428(_wrap_setop_result)
      320    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/common.py:96(is_bool_indexer)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:496(nested_data_to_arrays)
      283    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:7499(unpack_nested_dtype)
      755    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:541(equals)
      215    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/common.py:463(is_interval_dtype)
      504    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:100(arrays_to_mgr)
     1564    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/base.py:56(<genexpr>)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:790(to_arrays)
    10085    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
       61    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:71(concat_compat)
      191    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:3738(_convert_can_do_setop)
       63    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(diag)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/Documents/projects/multiple_clocks/multiple_clocks_repo/mc/simulation/predictions.py:723(set_single_clock)
      160    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:1888(__init__)
     3501    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:353(dtype)
       97    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:589(_dtype_to_subclass)
      285    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/fromnumeric.py:38(_wrapit)
      832    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/common.py:156(<lambda>)
      215    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:1247(is_dtype)
       36    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:3640(_wrap_difference_result)
      220    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:1843(is_consolidated)
       80    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:1131(iget)
        2    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numexpr/necompiler.py:764(evaluate)
      328    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:999(__init__)
       80    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/frame.py:4254(_box_col_values)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:958(_finalize_columns_and_data)
       48    0.001    0.000    0.001    0.000 {built-in method builtins.locals}
      138    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2161(new_block_2d)
       19    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:664(_union)
       70    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:458(copy)
        5    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
       40    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/common.py:235(asarray_tuplesafe)
      514    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/common.py:162(is_object_dtype)
      112    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1931(np_can_hold_element)
      196    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:1851(_consolidate_check)
       63    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/twodim_base.py:240(diag)
       68    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:5507(equals)
     2515    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:946(__len__)
      320    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/series.py:661(name)
      504    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/numerictypes.py:356(issubdtype)
      140    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexing.py:2656(check_deprecated_indexers)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/concat.py:527(_concatenate_join_units)
      224    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/array_algos/take.py:554(_take_preprocess_indexer_and_fill_value)
     1216    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_list_like}
      443    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:173(_simple_new)
       24    0.001    0.000    0.001    0.000 /Users/xpsy1114/Documents/projects/multiple_clocks/multiple_clocks_repo/mc/simulation/predictions.py:403(hrf)
     1677    0.000    0.000    0.001    0.000 {built-in method builtins.hasattr}
     1609    0.001    0.000    0.001    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       72    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/blocks.py:221(make_block)
       36    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:437(_shallow_copy)
       70    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:1042(_verify_integrity)
       42    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/frame.py:1779(to_numpy)
      378    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/ops/common.py:99(_maybe_match_name)
       13    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:887(_concat)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:1038(_convert_object_array)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:1060(<listcomp>)
      608    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/_config/config.py:597(_get_root)
       48    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:1054(convert)
       36    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:584(_intersection)
       44    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/numeric.py:1686(indices)
      407    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1725(validate_all_hashable)
       80    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1891(can_hold_element)
      289    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:7415(maybe_extract_name)
       72    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2172(new_block)
        2    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/stats/_stats_py.py:86(_contains_nan)
        4    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:3359(_union)
      288    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/numeric.py:149(ones)
      110    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:132(_ensure_array)
      608    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/_config/config.py:650(_warn_if_deprecated)
      129    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(ndim)
       80    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:1914(from_blocks)
       36    0.001    0.000    0.001    0.000 {built-in method pandas._libs.algos.unique_deltas}
        2    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(sum)
     1646    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1556(get_dtype)
        2    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2162(sum)
      126    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:641(na_value_for_dtype)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/concat.py:542(<listcomp>)
      102    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/blocks.py:200(fill_value)
       24    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/concat.py:444(get_reindexed_values)
       36    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(delete)
      207    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:932(__array__)
     5172    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
      669    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/generic.py:564(_get_axis)
       63    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(diagonal)
       24    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:2179(create_block_manager_from_column_arrays)
     1152    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/shape_base.py:600(<listcomp>)
       24    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:588(_homogenize)
        6    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/ipykernel/iostream.py:526(write)
       63    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/_methods.py:66(_count_reduce_items)
      106    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:195(_data)
     1216    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/_config/config.py:611(_get_deprecated_option)
      582    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2250(extend_blocks)
      104    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:1857(<listcomp>)
      210    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2091(maybe_coerce_values)
       24    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:272(ndarray_to_mgr)
      120    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexing.py:1524(_is_scalar_access)
      120    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexing.py:881(_is_nested_tuple_indexer)
      139    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/warnings.py:181(_add_filter)
        3    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/index_tricks.py:322(__getitem__)
      139    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/re.py:250(compile)
      223    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1246(is_float_dtype)
       70    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:1753(_validate_names)
       36    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/function_base.py:4999(delete)
      336    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(copyto)
     1548    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/numeric.py:1397(<listcomp>)
       82    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_2d)
      234    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2120(get_block_type)
       41    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(append)
       24    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:2250(_form_blocks)
     5800    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:433(__iter__)
        6    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/ipykernel/iostream.py:456(_schedule_flush)
       88    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/twodim_base.py:33(_min_int)
        2    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/ipykernel/iostream.py:202(schedule)
       82    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:2369(<listcomp>)
     1008    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/numerictypes.py:282(issubclass_)
       80    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/construction.py:861(is_empty_data)
      160    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/frame.py:3735(_get_column_array)
       80    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/generic.py:4137(_check_setitem_copy)
      129    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3121(ndim)
      207    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/common.py:199(any_not_none)
      139    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/re.py:289(_compile)
       70    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/reshape/concat.py:476(<listcomp>)
       63    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1552(diagonal)
        2    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/zmq/sugar/socket.py:543(send)
      465    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:172(blknos)
      566    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:2422(is_boolean)
       48    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_convert_objects}
       48    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/construction.py:493(sanitize_array)
     3187    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/signal/_signaltools.py:1104(_np_conv_ok)
     3187    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/signal/_signaltools.py:1021(<listcomp>)
       41    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/function_base.py:5389(append)
      526    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/flags.py:49(__init__)
       68    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(diff)
      478    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/flags.py:85(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/function_base.py:1319(diff)
       80    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/series.py:565(_set_axis)
     3187    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/signal/_signaltools.py:1048(<listcomp>)
       40    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:981(_getitem_slice)
      160    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexing.py:1539(_validate_integer)
      700    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      175    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:691(_simple_new)
      814    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1744(<genexpr>)
       63    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(iscomplexobj)
     3187    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/_lib/_util.py:152(prod)
