Thu Apr  6 11:46:54 2023    ./profile_2

         188249 function calls (185691 primitive calls) in 1.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1152    0.001    0.000    0.003    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/shape_base.py:512(expand_dims)
        4    0.000    0.000    0.003    0.001 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/twodim_base.py:376(tri)
        4    0.003    0.001    0.003    0.001 {method 'outer' of 'numpy.ufunc' objects}
      396    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(roll)
        3    0.000    0.000    0.002    0.001 <__array_function__ internals>:177(average)
        3    0.000    0.000    0.002    0.001 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/function_base.py:396(average)
      396    0.002    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/numeric.py:1146(roll)
        3    0.000    0.000    0.002    0.001 {method 'mean' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.002    0.001 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/_methods.py:163(_mean)
    12572    0.002    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/signal/_signaltools.py:990(_numeric_arrays)
     3143    0.001    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/signal/_signaltools.py:1278(<listcomp>)
       28    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/generic.py:5973(_consolidate_inplace)
       28    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/generic.py:5959(_protect_consolidate)
       28    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/generic.py:5977(f)
     1133    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(where)
       52    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:1861(_consolidate_inplace)
       28    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:675(consolidate)
       30    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/reshape/concat.py:638(_get_comb_axis)
       30    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/api.py:78(get_objs_combined_axis)
       30    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/reshape/concat.py:648(_get_concat_axis)
        2    0.000    0.000    0.002    0.001 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:2316(_consolidate)
       30    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/api.py:122(_get_combined_index)
       30    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/reshape/concat.py:708(_concat_indexes)
       30    0.000    0.000    0.002    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:5420(append)
        2    0.001    0.000    0.001    0.001 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:2358(_merge_blocks)
36148/35381    0.001    0.000    0.001    0.000 {built-in method builtins.len}
     1548    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/numeric.py:1347(normalize_axis_tuple)
     6651    0.001    0.000    0.001    0.000 {built-in method numpy.array}
       25    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:5450(_concat)
       30    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/api.py:204(union_indexes)
7849/7672    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
       21    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:3889(get_indexer)
       13    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/computation/expressions.py:245(where)
       13    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/computation/expressions.py:175(_where_numexpr)
       13    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/computation/expressions.py:170(_where_standard)
       39    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:3242(union)
       30    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/concat.py:199(<listcomp>)
       69    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/concat.py:278(_get_mgr_concatenation_plan)
      265    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(cumsum)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:496(nested_data_to_arrays)
       13    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/_methods.py:46(_sum)
       39    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:108(isna)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:100(arrays_to_mgr)
       39    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:191(_isna)
      265    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2497(cumsum)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:790(to_arrays)
       26    0.001    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:268(_isna_array)
       27    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:709(_with_infer)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/Documents/projects/multiple_clocks/multiple_clocks_repo/mc/simulation/predictions.py:723(set_single_clock)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:958(_finalize_columns_and_data)
       18    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/concat.py:527(_concatenate_join_units)
        2    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(vstack)
        2    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/shape_base.py:222(vstack)
      265    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/fromnumeric.py:38(_wrapit)
       48    0.001    0.000    0.001    0.000 {built-in method builtins.locals}
       24    0.001    0.000    0.001    0.000 /Users/xpsy1114/Documents/projects/multiple_clocks/multiple_clocks_repo/mc/simulation/predictions.py:403(hrf)
        2    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/stats/_stats_py.py:86(_contains_nan)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:1038(_convert_object_array)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:272(ndarray_to_mgr)
       24    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:1060(<listcomp>)
       18    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:664(_union)
       48    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:1054(convert)
        2    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(sum)
        2    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2162(sum)
        2    0.000    0.000    0.001    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
       27    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:431(__new__)
      288    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/numeric.py:149(ones)
     1299    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/generic.py:45(_instancecheck)
     1448    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:2179(create_block_manager_from_column_arrays)
       24    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/construction.py:588(_homogenize)
       18    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/concat.py:542(<listcomp>)
       18    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/concat.py:444(get_reindexed_values)
     1152    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/shape_base.py:600(<listcomp>)
       21    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:398(_get_indexer)
       24    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:2250(_form_blocks)
     1548    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/numeric.py:1397(<listcomp>)
      336    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(copyto)
     3143    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/signal/_signaltools.py:1104(_np_conv_ok)
     3277    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     3143    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/signal/_signaltools.py:1021(<listcomp>)
       76    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/_config/config.py:262(__call__)
      108    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:999(__init__)
       28    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:71(concat_compat)
     3143    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/signal/_signaltools.py:1048(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:3359(_union)
       48    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/construction.py:493(sanitize_array)
       76    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/_config/config.py:134(_get_option)
       48    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_convert_objects}
       18    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/array_algos/take.py:57(take_nd)
       27    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
     3143    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/_lib/_util.py:152(prod)
       30    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:1042(_verify_integrity)
       58    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/generic.py:5844(__finalize__)
       12    0.000    0.000    0.000    0.000 /Users/xpsy1114/Documents/projects/multiple_clocks/multiple_clocks_repo/mc/simulation/grid.py:129(walk_paths)
      265    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       25    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:172(blknos)
       30    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:458(copy)
     1299    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/generic.py:40(_check)
       11    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(broadcast_to)
        5    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:887(_concat)
      197    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      396    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(empty_like)
       39    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/array_algos/putmask.py:98(validate_putmask)
       12    0.000    0.000    0.000    0.000 /Users/xpsy1114/Documents/projects/multiple_clocks/multiple_clocks_repo/mc/simulation/grid.py:21(create_grid)
      126    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/base.py:54(shape)
       57    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/array_algos/take.py:120(_take_nd_ndarray)
      102    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       78    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/ops/common.py:77(get_op_result_name)
      303    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1591(_is_dtype_type)
       11    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:367(broadcast_to)
     3143    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/numeric.py:750(_convolve_dispatcher)
     3143    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/scipy/signal/_signaltools.py:56(_inputs_swap_needed)
       48    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1291(maybe_cast_to_datetime)
       76    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/_config/config.py:116(_get_single_key)
       57    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/core/_methods.py:54(_any)
       11    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:340(_broadcast_to)
      106    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/generic.py:259(__init__)
       27    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/warnings.py:130(filterwarnings)
       21    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:6328(_should_compare)
       21    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:4021(_check_indexing_method)
      105    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/base.py:286(is_dtype)
       96    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/api.py:384(default_index)
      150    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/range.py:173(_simple_new)
       28    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/managers.py:1063(from_blocks)
       44    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2161(new_block_2d)
       25    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/indexes/base.py:589(_dtype_to_subclass)
       84    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/dtypes/common.py:501(is_categorical_dtype)
      378    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/base.py:56(<genexpr>)
       48    0.000    0.000    0.000    0.000 /Users/xpsy1114/Documents/projects/multiple_clocks/multiple_clocks_repo/mc/simulation/grid.py:59(find_paths)
       18    0.000    0.000    0.000    0.000 /Users/xpsy1114/miniconda3/envs/env_multiple_clocks/lib/python3.8/site-packages/pandas/core/internals/concat.py:635(_is_uniform_join_units)
