square,location,loop_no,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,grid_lines.started,key_next.started,target_reward.started,target_reward.stopped,key_next.keys,key_next.rt,participant,session,date,expName,psychopyVersion,frameRate,
5,"[0, 0]",2,0,0,0,4,13.135234542000035,13.135234542000035,13.600955957999759,14.598878167000294,right,2.5916424999995797,183393,001,2023-02-17_14h55.06.080,collect_rewards_grid,2022.2.5,None,
,,,,,,,15.817748583000139,15.817748583000139,16.270756333000463,17.271269500000017,,,,,,,,,
